sector,country_binned,from,to,frequency,EPS,JSS,EPDR,SPDR,promotion_prob
Information Technology,US,Senior Software Engineer,Senior Software Engineer II,80,0.6702353627053225,0.9998099424193366,0.6326530612244898,,0.9985466185458172
Information Technology,US,Technical Staff Member,Technical Staff Senior Member,80,0.015540075222691,0.9999999999996916,0.8604651162790697,0.5033440416206442,0.9999285593408551
Information Technology,US,Software Development Engineer,Software Development Manager,79,2.55351295663786e-15,1.0,0.8160919540229885,0.5088801854858479,0.9998980507069423
Information Technology,US,Application Developer,Lead Application Developer,79,0.9999708549897276,1.0,0.6631578947368421,,0.9982324811341563
Information Technology,US,Software Engineer,Front End Engineer,79,2.744882641181335e-07,0.9999687796943602,0.0604026845637583,0.500258208485921,0.9390315857259683
Information Technology,US,Associate Programmer,Programmer,79,0.0623973667442974,1.0,0.7362637362637363,0.5129919068316326,0.999780514503389
Information Technology,US,Programmer,Programmer II,79,0.2425212277390787,0.6635321355246822,0.6122448979591837,,0.9971369192244887
Information Technology,US,Database Administrator,Database Architect,79,0.9999999999990834,1.0,0.2741935483870967,0.5040096664905007,0.9598906713058006
Information Technology,US,Programmer,Technical Consultant,79,1.0,1.0,0.3859649122807017,0.4942047053377808,0.9841188560464383
Information Technology,US,Business Systems Analyst,Senior Systems Analyst,78,0.00342187344872,1.0,0.046979865771812,0.4973267376075796,0.9317753970493774
Information Technology,US,Senior Programmer Analyst,Senior Software Developer,78,1.0,1.0,0.2892561983471074,,0.9586417932903596
Information Technology,US,Application Developer,Lead Developer,78,0.9999999979962126,1.0,0.3928571428571428,0.5042034466087326,0.9850599930272557
Information Technology,US,Technical Lead,Technical Project Manager,78,0.0001403832881229,0.9999999999998356,0.5294117647058824,0.5018468563150968,0.9988190412679941
Information Technology,US,Technical Support Analyst,Systems Administrator,78,0.9983593563302232,1.0,0.3565217391304348,0.5090911496536337,0.9798103178442323
Information Technology,US,Quality Assurance Engineer,Quality Assurance Automation Engineer,77,0.9999838570054924,0.9999999979485432,0.4392523364485981,,0.9881585464267162
Information Technology,US,Data Scientist,Senior Data Scientist,77,0.999999990274496,0.999837941643232,0.6739130434782609,0.5081931432895257,0.9986273257583534
Information Technology,US,Software Quality Assurance Engineer,Senior Quality Assurance Engineer,77,0.9978494197941284,1.0,0.2520325203252032,,0.9441880676326417
Information Technology,US,Business Intelligence Developer,Senior Business Intelligence Developer,77,0.8762143482479133,0.9999999974940658,0.6739130434782609,0.5055475333985532,0.9988431742008551
Information Technology,US,Information Technology Intern,Software Developer,77,1.0,1.0,0.75,0.5295379993593881,0.9992880099498405
Information Technology,US,Programmer Analyst,Lead Programmer Analyst,76,0.9101049309904048,1.0,0.7078651685393258,0.4935888406473499,0.9990890164263347
Information Technology,US,Network Administrator,Database Administrator,76,1.0,1.0,0.2063492063492063,0.5087480817404565,0.9306894991557741
Information Technology,US,Web Application Developer,Senior Web Application Developer,76,0.9482365327393256,1.0,0.7471264367816092,0.5028321439787953,0.9993150277863599
Information Technology,US,Business Analyst Consultant,Senior Business Analyst,76,0.5165017350788814,0.6472061753237001,0.256198347107438,0.5176953175889778,0.9271804939961096
Information Technology,US,Web Programmer,Software Engineer,76,1.0,0.9999999998980202,0.5353535353535354,0.510648229773225,0.9955377654322338
Information Technology,US,Software Development Engineer II,Senior Software Engineer,76,0.0,1.0,0.2357723577235772,,0.9832563344322167
Information Technology,US,Software Engineer,Technical Project Manager,76,0.4601754372760931,1.0,0.6170212765957447,0.4990845066171561,0.998941433350473
Information Technology,US,Developer Intern,Software Engineer,75,1.0,1.0,0.6304347826086957,0.5126569638158338,0.9980152345534303
Information Technology,US,Information Business Technology Analyst,Senior Business Analyst,75,0.999999999999996,1.0,0.3157894736842105,,0.9667485777581465
Information Technology,US,Software Engineer,Technical Architect,75,0.9999989643638568,1.0,0.4563106796116505,0.5068891020337797,0.9912629793568529
Information Technology,US,Associate Business Systems Analyst,Business Systems Analyst,75,0.895181120077543,1.0,0.948051948051948,0.5110910029462327,0.9998858105272249
Information Technology,US,Software Engineer Intern,Senior Software Engineer,75,1.0,1.0,0.5151515151515151,,0.9937716361576049
Information Technology,US,Systems Administrator,Lead Systems Administrator,75,0.9995030859037154,0.9999999982804428,0.5957446808510638,0.5058673067165229,0.9973287650383523
Information Technology,US,Software Engineer,Application Architect,74,0.9994294706330176,1.0,0.4095238095238095,0.4981586612920707,0.9870017636723298
Information Technology,US,Senior Developer,Software Architect,74,1.0,1.0,0.2231404958677686,0.5082692827979156,0.9393788159155975
Information Technology,US,Database Developer,Senior Database Developer,74,0.9999465075008324,1.0,0.7011494252873564,0.5020238501364819,0.9989104030179319
Information Technology,US,User Interface Designer,UX Designer,74,0.6306233189458301,0.9594569567444132,0.2231404958677686,0.50296795994892,0.9576527426245558
Information Technology,US,Quality Assurance Analyst,Business Systems Analyst,74,0.9999999988434533,1.0,0.3214285714285714,0.5135202660347823,0.9729232104294703
Information Technology,US,Test Analyst,Technical Lead,74,1.0,1.0,1.0,0.5040137431573897,0.9999150703647554
Information Technology,US,Software Developer,Technical Consultant,74,0.0049050177956673,1.0,0.0802919708029197,0.4939354799481315,0.947630253481872
Information Technology,US,Quality Assurance Engineer,Senior Quality Assurance Analyst,73,1.0,1.0,0.1967213114754098,,0.9131722463245674
Information Technology,US,Developer,Database Developer,73,0.9999997124004932,1.0,0.1774193548387097,0.5108755892451792,0.9130094326701965
Information Technology,US,Systems Administrator,Senior Software Engineer,73,1.0,1.0,0.46,0.5169496804040375,0.9915585318134241
Information Technology,US,Quality Assurance Analyst,Software Quality Assurance Engineer,73,0.9999999999864756,0.9999928074571705,0.2166666666666666,,0.9257597404552342
Information Technology,US,Senior Software Engineer,Scrum Master,73,2.200660416151745e-05,1.0,0.4313725490196078,0.4923063739196034,0.9972683545452169
Information Technology,US,Senior Software Engineer,Senior Technical Consultant,73,2.220446049250313e-16,0.998663545026276,0.168,0.4940370912728613,0.9745963545074547
Information Technology,US,Information Business Technology Analyst,Senior Instrument Technician Business Analyst,73,0.9968436452840808,0.999999999999999,0.7176470588235294,,0.9988942030418335
Information Technology,US,Programmer Analyst,Software Consultant,73,1.0,1.0,0.2695652173913043,0.4955549754475361,0.9582332420021012
Information Technology,US,Software Engineer,Scrum Master,73,0.9953302053789967,1.0,0.6590909090909091,0.4986143839626638,0.9984485159941539
Information Technology,US,Software Developer,Contract Software Developer,72,0.6114733342652823,1.0,0.180327868852459,,0.9400055773027638
Information Technology,US,Systems Engineer,Senior Programmer,72,0.9999892226146782,1.0,0.2743362831858407,0.5133799036315557,0.9600528154905931
Information Technology,US,User Interface Developer,Senior User Interface Developer,72,0.5722143595547802,1.0,0.6179775280898876,,0.9985627585873625
Information Technology,US,SharePoint Developer,Senior Developer,72,0.9948374056712272,1.0,0.6744186046511628,0.5025455329161632,0.9986412427724866
Information Technology,US,Web Developer,Freelance Web Developer,72,0.6528997989338778,0.9930592694434636,0.1338582677165354,0.496777603456259,0.919307995023777
Information Technology,US,Programmer Analyst,Senior Business Analyst,72,1.0,1.0,0.7777777777777778,0.5084339604902252,0.999434498582934
Information Technology,US,Software Developer,Software Design Engineer,71,1.0,0.9999999999990564,0.1932773109243697,0.4969287369566256,0.9228652319396167
Information Technology,US,Software Engineer,Senior Software Architect,71,0.9999259933996956,1.0,0.5434782608695652,0.5146522691222395,0.9958413483154847
Information Technology,US,Senior Software Engineer,Software Development Director,71,0.2273262034546771,0.9999999999999502,0.4059405940594059,0.5037194377569444,0.9953740598395724
Information Technology,US,Information Technology Project Manager,Scrum Master,71,0.9999999978753752,0.9999999998878712,0.3653846153846153,,0.9779766746205862
Information Technology,US,Network Technician,Systems Engineer,71,1.0,1.0,0.5106382978723404,0.5075409557973342,0.994489504680694
Information Technology,US,Systems Administrator,Senior Network Administrator,71,0.3027121714231322,0.9999999999999976,0.1932773109243697,0.5066337482518438,0.9692821054916959
Information Technology,US,Senior Business Analyst,Scrum Master,71,0.9889218049480109,1.0,0.3653846153846153,0.4980811556620604,0.9814297913252522
Information Technology,US,Technical Staff Member,Principal Software Engineer,71,3.11441410560942e-06,1.0,0.3271028037383177,0.5013864290011109,0.9933902060777133
Information Technology,US,Application Developer,Systems Engineer,71,0.0,0.9999999999991648,0.0289855072463768,0.489445965361593,0.9214958959200276
Information Technology,US,Software Developer,Solution Architect,71,1.0,1.0,0.6705882352941176,0.5101417914630754,0.9985894683278727
Information Technology,US,Software Engineer Intern,Software Development Engineer,71,1.0,1.0,0.7974683544303798,,0.9994379631837692
Information Technology,US,Trainee Software Engineer,Software Engineer,71,0.9912927653138908,1.0,0.918918918918919,0.5034505321939688,0.9998322824559501
Information Technology,US,Information Technology Technician,Network Administrator,71,1.0,1.0,0.3148148148148148,0.504708682503649,0.9713167419820536
Information Technology,US,Quality Assurance Analyst,Software Quality Assurance Analyst,71,0.0970464025549556,0.9636280255478384,0.1269841269841269,0.5112541862850105,0.9549288171737887
Information Technology,US,Software Engineer,Business Systems Analyst,70,0.0,1.0,0.3861386138613861,0.4970254731465024,0.9959916209673089
Information Technology,US,Solution Consultant,Senior Solution Consultant,70,0.6983115159555963,0.9225296963696192,0.7073170731707317,,0.998971640119807
Information Technology,US,Web Designer,Software Engineer,70,1.0,1.0,0.4285714285714285,0.5140335188064122,0.988978147662946
Information Technology,US,Network Analyst,Systems Administrator,70,0.9448052881225426,0.9999999999934908,0.2280701754385964,0.4988058717830038,0.9456371518771959
Information Technology,US,Computer Engineer,Software Engineer,70,1.0,0.93016315992418,0.4736842105263157,0.5064884176062788,0.9905439857749789
Information Technology,US,Software Tester,Software Engineer,70,1.0,0.9292199642124114,0.320754716981132,0.5099292959245914,0.9658946700240048
Information Technology,US,SQL Server Database Administrator,Senior SQL Server Digital Business Analyst,69,0.1820735864826161,0.9999999987301234,0.5,,0.9977100586970702
Information Technology,US,Staff Software Engineer,Senior Staff Software Engineer,69,0.9937982971633816,0.9999999999754616,0.7692307692307693,0.501720908479455,0.9993956178516347
Information Technology,US,Web Developer,User Interface Designer,69,0.9999999999999984,0.9902439084121804,0.3939393939393939,0.5026842318009433,0.9847162036339603
Information Technology,US,Network Administrator,Software Developer,69,1.0,0.9999999991718046,0.2212389380530973,0.5111652741205887,0.9385007045688643
Information Technology,US,Developer,Senior Web Developer,69,0.0230937920834096,1.0,0.2660550458715596,0.5146720745334887,0.9886086515110276
Information Technology,US,Software Tester,Quality Assurance Analyst,69,0.9999999999784274,0.9944384714912108,0.2897196261682243,0.4934328544333698,0.9639548505815408
Information Technology,US,Systems Analyst,Software Consultant,69,1.0,1.0,0.1694915254237288,0.49087015802964,0.9069430372389016
Information Technology,US,Programmer Analyst,Senior Application Developer,69,0.9999999999997092,1.0,0.84,0.5081629289149571,0.9996674952415068
Information Technology,US,Software Test Engineer,Software Design Engineer,68,1.0,0.6949610760737549,0.5454545454545454,0.4973060822627528,0.9889428291982315
Information Technology,US,Software Developer,Test Software Development Engineer,68,1.0,0.9999954007328578,0.4623655913978494,0.5059003111265536,0.9916968958635827
Information Technology,US,Programmer,Senior Business Analyst,68,1.0,1.0,0.6585365853658537,0.5046071939906455,0.9984340451574639
Information Technology,US,Technical Staff Member,Technical Lead,68,0.0,1.0,0.5111111111111111,0.4994293562362472,0.9986187492678158
Information Technology,US,Senior Software Developer,Principal Software Engineer,68,1.0,1.0,0.2477064220183486,,0.9420463711829286
Information Technology,US,Systems Analyst,Solution Architect,68,1.0,1.0,0.6585365853658537,0.5095530042123595,0.9984365072183544
Information Technology,US,Security Analyst,Senior Security Analyst,68,0.9998994055583752,0.999999999408091,0.5813953488372093,0.5054537793766261,0.996979521599271
Information Technology,US,Software Development Intern,Software Development Engineer,68,1.0,1.0,0.7215189873417721,0.5270325938253135,0.9990914104069271
Information Technology,US,Junior Developer,Software Engineer,68,1.0,1.0,0.6790123456790124,0.5109575422044702,0.9986875926985708
Information Technology,US,Web Developer Intern,Software Engineer,67,1.0,1.0,0.6962025316455697,0.5134404131735707,0.9988674771369997
Information Technology,US,Information Technology Intern,Software Engineer,67,1.0,1.0,0.5056179775280899,0.5333277707242577,0.9942962891322178
Information Technology,US,Software Engineer,Senior Technical Consultant,67,0.1672080152966322,1.0,0.5402298850574713,0.5003454222845211,0.9986422128368388
Information Technology,US,Senior Developer,Technical Architect,67,0.9999999993182525,1.0,0.3535353535353535,0.5052681711526104,0.9792286570637208
Information Technology,US,Senior Software Engineer,Engineering Vice President,66,0.999999999999306,0.999999999993588,0.3608247422680412,0.5061626820071037,0.9804632398887734
Information Technology,US,Software Engineer,Software Specialist,66,0.0,0.9975377424657378,0.2,0.5001758474409216,0.9805199225472252
Information Technology,US,Web Development Intern,Web Developer,66,1.0,1.0,0.6097560975609756,0.5023902593864118,0.9976250480874843
Information Technology,US,Network Analyst,Senior Network Analyst,66,0.9915266641769452,0.999999999999579,0.8082191780821918,0.505678727002384,0.9995686119006428
Information Technology,US,Help Desk Technician,Desktop Support Technician,66,0.942617733925065,1.0,0.3069306930693069,0.50262482379654,0.9716369995570515
Information Technology,US,Information Architect,Senior Information Architect,66,0.7223757274092464,0.9999960344690388,0.6097560975609756,0.5052922118563478,0.9983840225457883
Information Technology,US,.NET Developer,Senior Software Engineer,66,1.0,1.0,0.2,,0.9153667993149867
Information Technology,US,Systems Software Engineer,Senior Software Engineer,66,0.9988638004139684,1.0,0.3469387755102041,0.5145247477567573,0.9781482618752688
Information Technology,US,Desktop Support Specialist,Systems Administrator,66,0.9999999999999958,0.9999999999999998,0.4193548387096774,0.5056953615869648,0.9880550018656385
Information Technology,US,Web Designer,Senior Web Developer,66,1.0,1.0,0.5714285714285714,0.5117577134987882,0.9967181734549599
Information Technology,US,Lead Programmer,Senior Software Engineer,65,1.0,1.0,0.3265306122448979,0.5058336821051433,0.97398570547397
Information Technology,US,Application Architect,Solution Architect,65,0.0110525533560975,0.9882719618323966,0.3978494623655914,0.5081789731177316,0.9961861561914636
Information Technology,US,Systems Engineer,Senior Test Engineer,65,0.9999999999999972,1.0,0.3541666666666667,0.5129869619177929,0.979387745224039
Information Technology,US,Technical Staff Member,Senior Systems Engineer,65,0.0,1.0,0.7105263157894737,0.4998720418460451,0.999748176831951
Information Technology,US,Quality Assurance Analyst,Quality Assurance Team Lead,65,0.9653064414293924,0.9999999999995992,0.7105263157894737,0.5013241566820651,0.9990410731608504
Information Technology,US,Senior Software Engineer,Chief Architect,65,0.9999999158529926,1.0,0.4772727272727273,0.4961534196766106,0.9926596727398953
Information Technology,US,Systems Engineer,Security Engineer,65,0.0406352746268198,0.9999299864378643,0.4942528735632184,0.5187698139226344,0.9983229045119292
Information Technology,US,Information Technology Professional,Web Designer,64,1.0,1.0,0.5421686746987951,0.5059331936284883,0.9957826931110582
Information Technology,US,Solution Engineer,Senior Solution Engineer,64,0.9999875956607728,0.9999989209838598,0.7777777777777778,,0.9993351187849241
Information Technology,US,Interaction Designer,User Experience Designer,64,0.0289762942575968,0.9997523799757472,0.1962616822429906,0.4900136110830355,0.9791756413417007
Information Technology,US,Application Developer,Application Development Manager,64,1.0,1.0,0.855072463768116,0.5013491333610697,0.9997070078125885
Information Technology,US,Technical Support Analyst,Senior Technical Support Analyst,64,0.9524983370776808,0.9999349570971406,0.8028169014084507,0.510055251281933,0.99957254105037
Information Technology,US,Technical Account Manager,Senior Technical Account Manager,64,0.5570312220357725,0.9999685059236966,0.855072463768116,0.4934825451318556,0.9998410201828658
Information Technology,US,Systems Analyst,Information Security Manager,64,0.9999999927406684,0.999999999999996,0.5058823529411764,0.5077086894301305,0.9942626997339591
Information Technology,US,Software Developer,Chief Technology Officer,63,1.0,1.0,0.3404255319148936,0.5183546228181922,0.9769191999353755
Information Technology,US,Software Engineer,Technical Team Lead,63,6.254227625157593e-05,1.0,0.4651162790697674,0.4962132797978991,0.997953296592142
Information Technology,US,Technical Consultant,Solution Architect,63,1.0,1.0,0.3548387096774194,0.5162023254125145,0.9795238469141897
Information Technology,US,Network Administrator,Network Consultant,63,0.999999999995692,1.0,0.2,0.5083184751889749,0.9270998205833741
Information Technology,US,Developer,Senior Application Developer,63,1.0,1.0,0.3846153846153846,0.517208939978346,0.9840531617904462
Information Technology,US,Software Engineer,Lead Software Developer,63,0.005520042237059,1.0,0.1454545454545454,0.5063099904383854,0.9693862668327101
Information Technology,US,Technical Support Specialist,Systems Engineer,63,1.0,1.0,0.4157303370786517,0.5069477882916451,0.9876889617763314
Information Technology,US,Help Desk Analyst,Desktop Support Technician,63,6.996827561778217e-10,0.9999999999999988,0.2115384615384615,0.4991114360986409,0.9824488775610837
Information Technology,US,Systems Administrator,Business Systems Analyst,63,1.0,1.0,0.3548387096774194,0.5076723995526459,0.9794692612502436
Information Technology,US,Systems Architect,Senior Systems Architect,63,0.9095894480283402,0.9835406302581208,0.575,0.5006592332057653,0.9970252779285377
Information Technology,US,Senior Programmer,Senior Application Developer,62,1.0,0.999999999996865,0.3333333333333333,0.5016626850149521,0.9753859703018668
Information Technology,US,Local Area Network Administrator,Systems Administrator,62,0.8640892024462152,1.0,0.2525252525252525,,0.9533800399707204
Information Technology,US,Network Support Engineer,Network Engineer,62,0.1361647973468616,0.999976121542301,0.2156862745098039,0.4978334322509143,0.9795897119699618
Information Technology,US,Systems Analyst,Senior Systems Administrator,62,0.0,1.0,0.3777777777777777,0.5029156354189811,0.9957042631594264
Information Technology,US,Senior Developer,Application Architect,62,0.9999976206723398,1.0,0.2783505154639175,0.4965375364065849,0.9611466736741479
Information Technology,US,Interactive Developer,Senior Developer,62,1.0,1.0,0.631578947368421,0.5162040094012348,0.998036711543932
Information Technology,US,Programmer,Senior Systems Engineer,62,1.0,1.0,0.5308641975308642,0.5017544097491434,0.9953510795016953
Information Technology,US,Web Design Intern,Web Designer,62,0.999999996616566,1.0,0.6986301369863014,0.5122155432920605,0.9988902562863606
Information Technology,US,Senior Software Engineer,Senior Technical Lead,62,0.0806753488086391,0.9921450182221716,0.55,0.489871667550847,0.9988592805713382
Information Technology,US,Programmer,Web Application Developer,62,0.9999983076327776,0.9999999999899524,0.2916666666666667,0.4967241835709386,0.9651796361177298
Information Technology,US,Security Consultant,Senior Security Consultant,62,0.9996300325222756,0.997535658584944,0.6533333333333333,0.4928278165753664,0.9983444562602712
Information Technology,US,Oracle Developer,Senior Oracle Developer,61,0.9108404095476156,0.9999999999999988,0.5443037974683544,0.5063201402968638,0.9963388002024839
Information Technology,US,Network Engineer,Lead Network Engineer,61,0.9344135639613068,0.9999998810066842,0.3118279569892473,0.5029572874469103,0.9730695747237319
Information Technology,US,Local Area Network Administrator,Network Administrator,61,0.0001241930705654,0.9999995857950078,0.5844155844155844,,0.9991334217903448
Information Technology,US,Software Architect,Solution Architect,61,0.0,0.7216942366511823,0.4352941176470588,0.4964472067326332,0.9934788640339101
Information Technology,US,Embedded Software Engineer,Senior Embedded Software Engineer,61,0.9966636791231196,1.0,0.4352941176470588,0.5059420741024065,0.9896077797011265
Information Technology,US,Senior Software Engineer,Senior Embedded Software Engineer,61,0.9388425265096328,0.999999999999754,0.173076923076923,0.4988665274333994,0.9164315356217961
Information Technology,US,Software Developer,Senior .NET Developer,61,1.0,1.0,0.4352941176470588,,0.9877561391118814
Information Technology,US,Systems Analyst,Senior Application Developer,61,1.0,1.0,0.4186046511627907,0.5034778829784183,0.987970757662951
Information Technology,US,Senior Software Engineer,Technical Project Manager,61,9.992007221626409e-16,0.9944737547799292,0.6712328767123288,0.4927763944494017,0.9996405797622367
Information Technology,US,Principal Software Engineer,Software Engineering Manager,61,0.0018797572974826,0.0066516008215675,0.525,0.5136856486298886,0.9695341273157264
Information Technology,US,Junior Software Developer,Software Engineer,61,0.9999999999999932,1.0,0.5641025641025641,0.5084988889189881,0.9965034135565453
Information Technology,US,Java Developer,Application Developer,61,0.0,0.9999999999955989,0.0252100840336134,0.5019022074331774,0.9194260614183822
Information Technology,US,Software Tester,Quality Assurance Engineer,60,0.9999999999996364,0.9734630662675328,0.5384615384615384,,0.9944301770985862
Information Technology,US,Technical Recruiter,Lead Technical Recruiter,60,0.8712427478185332,0.9999997399825952,0.5384615384615384,0.521970830545365,0.9963750602844856
Information Technology,US,Systems Analyst,Lead Developer,60,1.0,1.0,0.1881188118811881,0.5031912540109176,0.9198175729287676
Information Technology,US,Staff Software Engineer,Principal Software Engineer,60,0.001426250323202,1.0,0.1538461538461538,0.4905517824558912,0.9714610968705687
Information Technology,US,Programmer Analyst II,Programmer Analyst III,60,0.9190155875253032,0.9999953724104372,1.0,,0.9999108641994071
Information Technology,US,Associate Software Engineer,Software Developer,60,0.9594012555888424,1.0,0.2371134020618556,0.5085657857391461,0.948645464336294
Information Technology,US,Java Developer,Senior Developer,60,0.0,1.0,0.3793103448275862,0.507750827037263,0.9957663832293853
Information Technology,US,Implementation Consultant,Senior Implementation Consultant,59,0.9604196300085608,0.999989678920762,0.7611940298507462,0.504138298444844,0.9993824154395629
Information Technology,US,Senior Technical Writer,Principal Technical Writer,59,0.9567167156860388,0.9769097187079984,0.4567901234567901,0.500519979782242,0.9911467692759284
Information Technology,US,Network Analyst,Systems Engineer,59,1.0,1.0,0.3563218390804598,0.4946699732325109,0.9796399497532914
Information Technology,US,Database Administrator,Senior Oracle Database Administrator,59,1.0,1.0,0.3720930232558139,0.5039464705948975,0.9822114623575872
Information Technology,US,Software Intern,Software Developer,59,1.0,1.0,0.5324675324675324,,0.9946232110742775
Information Technology,US,Systems Trainee Engineer,Systems Engineer,59,0.7071293346966054,1.0,1.0,,0.9999335520481171
Information Technology,US,Programmer,.NET Developer,59,1.0,1.0,0.4216867469879518,,0.9862680666778765
Information Technology,US,Technical Program Manager,Senior Technical Program Manager,59,0.5530856497687425,0.9999999998449954,0.7101449275362319,0.4986035644121403,0.9994560434030074
Information Technology,US,Webmaster,Software Developer,59,1.0,1.0,0.475,0.5062446102272021,0.9925407316299553
Information Technology,US,Release Engineer,DevOps Engineer,59,0.0103276033361243,0.999914042791204,0.9344262295081968,,0.9999557122890587
Information Technology,US,Software Consultant,Technical Lead,59,0.8154515961569841,0.7805159641895228,0.2421052631578947,0.5095831351871775,0.9199810273008566
Information Technology,US,Web Developer,Senior Front End Developer,59,0.7473066816001789,1.0,0.6164383561643836,0.511306127012425,0.9984229651327516
Information Technology,US,Software Tester,Software Test Engineer,58,0.999989425347246,0.9999999806288294,0.2608695652173913,0.5057481634166169,0.9552974462476563
Information Technology,US,Software Engineer,Mobile Developer,58,8.162471254458126e-09,0.9919194993490956,0.1485148514851485,0.4953766465173883,0.9695023114811167
Information Technology,US,Junior Developer,Software Developer,58,1.0,1.0,0.5466666666666666,0.5071539817187027,0.9959425471689531
Information Technology,US,Test Software Development Engineer,Software Development Engineer II,58,1.0,0.9999999994387744,0.8709677419354839,,0.9996998914454673
Information Technology,US,Network Specialist,Systems Administrator,58,0.9999998546665184,0.9999999976370056,0.2083333333333333,0.5025615668106357,0.9316491723678846
Information Technology,US,Business Intelligence Developer,Business Intelligence Consultant,58,0.9998041487146004,0.7881105534068751,0.3181818181818182,0.4987052259952184,0.9457070676837538
Information Technology,US,Programmer,Senior Web Developer,58,1.0,1.0,0.5064935064935064,0.5017967583829429,0.9942816950950053
Information Technology,US,Senior Software Engineer,Senior Principal Software Engineer,58,0.999978948006362,1.0,0.5263157894736842,0.4932448969485724,0.9951549203611115
Information Technology,US,Oracle Database Administrator,Digital Business Analyst,57,0.6973189463787686,0.9996603238864944,0.2127659574468085,0.4884718109010392,0.9553908632632365
Information Technology,US,Help Desk Analyst,Service Desk Analyst,57,0.2903934346963157,0.999983244926557,0.4805194805194805,0.4959421921378677,0.9973176513923349
Information Technology,US,Software Developer,Technical Staff Member,57,1.0,1.0,0.1752577319587628,0.5016131062398165,0.9112937084528707
Information Technology,US,Senior Software Engineer,Lead Architect,57,0.0777496953687083,0.9999999999999998,0.4074074074074074,0.4936585920871414,0.9962719166400569
Information Technology,US,Technical Lead,Software Development Manager,57,0.9997466613982442,1.0,0.4074074074074074,0.5073471150058514,0.9868002813380541
Information Technology,US,Web Designer,User Experience Designer,57,1.0,1.0,0.6521739130434783,0.5056389940129186,0.9983472883836404
Information Technology,US,Systems Engineer,Senior Programmer Analyst,57,1.0,1.0,0.2391304347826087,0.5082180915303591,0.9467033475691167
Information Technology,US,Software Engineer,Software Application Engineer,57,0.2648567146838603,0.97865333304144,0.14,0.4971571776735119,0.951500050175548
Information Technology,US,Software Engineer,Software Engineer Contractor,57,0.1439821416197235,1.0,0.1176470588235294,0.4985980166387919,0.9536167438199876
Information Technology,US,Software Developer,Principal Software Engineer,57,1.0,1.0,0.2127659574468085,0.5029995084078379,0.9340292709700219
Information Technology,US,Information Business Technology Analyst,Information Technology Project Manager,57,0.9999333764611158,1.0,0.3902439024390244,,0.9821154996457255
Information Technology,US,Senior Software Engineer,Software Contractor,57,7.35890237635317e-10,0.9999999999999982,0.1515151515151515,,0.9662124998172663
Information Technology,US,Programmer Analyst,Lead Developer,57,0.9999999999082032,1.0,0.6764705882352942,0.5078763609394958,0.9986575163264734
Information Technology,US,Software Engineer,Senior Business Analyst,57,0.6032442447790862,1.0,0.6764705882352942,0.5005332339716136,0.9992232346628334
Information Technology,US,Senior Staff Software Engineer,Principal Software Engineer,57,1.6806698472926485e-06,0.8669910221618602,0.425,0.4888316003476029,0.9955495151679409
Information Technology,US,Senior Network Administrator,Senior Network Engineer,57,0.9999999999999654,0.999999999821942,0.3411764705882353,0.5040866901697894,0.9769612518204458
Information Technology,US,Software Analyst,Senior Software Analyst,57,0.9917664717110048,0.9999999999999764,0.8688524590163934,0.5002356447766665,0.9997423916736693
Information Technology,US,Technical Support Specialist,Technical Support Engineer,56,1.0,0.9999999980799742,0.2727272727272727,0.513080871270868,0.9595182047442821
Information Technology,US,Systems Analyst,Systems Architect,56,1.0,1.0,0.4933333333333333,0.5046809102788417,0.9936117058374068
Information Technology,US,Software Consultant,Senior Developer,56,1.7293388943073748e-11,0.999974935756436,0.2873563218390804,0.5139642075407789,0.990779531575762
Information Technology,US,Systems Analyst,Technical Architect,56,1.0,1.0,0.696969696969697,0.51010397348558,0.9988736689395952
Information Technology,US,Software Developer,Senior Java Developer,56,1.0,1.0,0.4933333333333333,0.5028861066171616,0.9936080746807971
Information Technology,US,Computer Technician,Information Technology Specialist,56,1.0,1.0,0.5555555555555556,,0.9955811382084752
Information Technology,US,Developer,Senior Database Administrator,56,1.0,1.0,0.2444444444444444,0.510804780785408,0.948987172695867
Information Technology,US,Programmer Analyst,Quality Assurance Analyst,56,0.1335637715351352,0.9999999999898196,0.2584269662921348,0.4914042485950938,0.9857653016691595
Information Technology,US,Programmer Analyst,Systems Programmer,56,0.0,0.999999999999997,0.217391304347826,0.5109923905605901,0.9833523673053542
Information Technology,US,Customer Support Engineer,Network Engineer,56,2.8366151316738808e-08,0.9999985829396764,0.4177215189873418,0.4989563746754324,0.9969381843827987
Information Technology,US,Systems Support Specialist,Systems Administrator,56,0.9982489869431768,0.9999991187338584,0.3023255813953488,,0.9629339676291172
Information Technology,US,Systems Engineer,Senior Developer,55,1.0,1.0,0.25,0.5163989499433972,0.9513182842902234
Information Technology,US,Systems Engineer,Senior Application Engineer,55,1.0,0.9999999998128573,0.2087912087912088,0.5073916536320651,0.9319953527256767
Information Technology,US,Junior Developer,Developer,55,0.999999999999994,1.0,0.5277777777777778,0.4940059719917231,0.9952157651375338
Information Technology,US,Help Desk Support,Systems Administrator,55,1.0,1.0,0.6176470588235294,,0.9973949792759493
Information Technology,US,Developer,Information Technology Consultant,55,1.1102230246251563e-16,1.0,0.134020618556701,0.5041656558990858,0.9665776927690263
Information Technology,US,Software Engineer,Software Engineer IV,55,0.798423607858597,1.0,0.4473684210526316,,0.9916157633001007
